_id,year,month,date,time,location,indicator,unit,value,note
3697,2023,January,01-01-2023,15:00,MALAKPET,PM10,ug/m3,77.14,
3698,2023,January,01-01-2023,15:00,MALAKPET,MP-Xylene,ug/m3,5,
3924,2023,January,01-01-2023,16:00,MALAKPET,PM2.5,ug/m3,57.78,
3925,2023,January,01-01-2023,16:00,MALAKPET,NOx,ppb,14.99,
3926,2023,January,01-01-2023,16:00,MALAKPET,SO2,ug/m3,9.97,
3927,2023,January,01-01-2023,16:00,MALAKPET,PM10,ug/m3,74.03,
3928,2023,January,01-01-2023,16:00,MALAKPET,CO,mg/m3,0.32,
3929,2023,January,01-01-2023,16:00,MALAKPET,Xylene,ug/m3,3.22,
3930,2023,January,01-01-2023,16:00,MALAKPET,MP-Xylene,ug/m3,4.87,
3931,2023,January,01-01-2023,16:00,MALAKPET,ETHBENZ,ug/m3,3.54,
3932,2023,January,01-01-2023,16:00,MALAKPET,Toluene,ug/m3,1.68,
3933,2023,January,01-01-2023,16:00,MALAKPET,WD,DEGREE,140,
3934,2023,January,01-01-2023,16:00,MALAKPET,RH,%,26.49,
3935,2023,January,01-01-2023,16:00,MALAKPET,WS,m/s,0.02,
3936,2023,January,01-01-2023,16:00,MALAKPET,Temp,degreC,30.17,
3937,2023,January,01-01-2023,16:00,MALAKPET,SR,W/m2,72.1,
3938,2023,January,01-01-2023,16:00,MALAKPET,NH3,ug/m3,11.12,
3939,2023,January,01-01-2023,16:00,MALAKPET,NO2,ug/m3,5.29,
3940,2023,January,01-01-2023,16:00,MALAKPET,NO,ug/m3,9.52,
3941,2023,January,01-01-2023,16:00,MALAKPET,Benzene,ug/m3,1.01,
3942,2023,January,01-01-2023,16:00,MALAKPET,Ozone,ug/m3,15.45,
4168,2023,January,01-01-2023,17:00,MALAKPET,WD,DEGREE,168.35,
4169,2023,January,01-01-2023,17:00,MALAKPET,ETHBENZ,ug/m3,3.62,
4170,2023,January,01-01-2023,17:00,MALAKPET,Toluene,ug/m3,1.63,
4171,2023,January,01-01-2023,17:00,MALAKPET,Benzene,ug/m3,1.05,
4172,2023,January,01-01-2023,17:00,MALAKPET,Ozone,ug/m3,15.63,
4173,2023,January,01-01-2023,17:00,MALAKPET,NO2,ug/m3,5.42,
4174,2023,January,01-01-2023,17:00,MALAKPET,MP-Xylene,ug/m3,5.01,
4175,2023,January,01-01-2023,17:00,MALAKPET,RH,%,34.51,
4176,2023,January,01-01-2023,17:00,MALAKPET,WS,m/s,0.04,
4177,2023,January,01-01-2023,17:00,MALAKPET,Temp,degreC,30.39,
4178,2023,January,01-01-2023,17:00,MALAKPET,SR,W/m2,16.9,
4179,2023,January,01-01-2023,17:00,MALAKPET,Xylene,ug/m3,3.26,
4180,2023,January,01-01-2023,17:00,MALAKPET,NO,ug/m3,9.7,
4181,2023,January,01-01-2023,17:00,MALAKPET,NH3,ug/m3,11.28,
4182,2023,January,01-01-2023,17:00,MALAKPET,PM2.5,ug/m3,63.54,
4183,2023,January,01-01-2023,17:00,MALAKPET,SO2,ug/m3,9.92,
4184,2023,January,01-01-2023,17:00,MALAKPET,PM10,ug/m3,76.76,
4185,2023,January,01-01-2023,17:00,MALAKPET,CO,mg/m3,1.07,
4186,2023,January,01-01-2023,17:00,MALAKPET,NOx,ppb,14.65,
4412,2023,January,01-01-2023,18:00,MALAKPET,PM10,ug/m3,76.59,
4413,2023,January,01-01-2023,18:00,MALAKPET,PM2.5,ug/m3,54.33,
4414,2023,January,01-01-2023,18:00,MALAKPET,SO2,ug/m3,9.77,
4415,2023,January,01-01-2023,18:00,MALAKPET,CO,mg/m3,1.06,
4416,2023,January,01-01-2023,18:00,MALAKPET,NOx,ppb,14.68,
4417,2023,January,01-01-2023,18:00,MALAKPET,Toluene,ug/m3,1.63,
4418,2023,January,01-01-2023,18:00,MALAKPET,ETHBENZ,ug/m3,3.61,
4419,2023,January,01-01-2023,18:00,MALAKPET,RH,%,40.88,
4420,2023,January,01-01-2023,18:00,MALAKPET,MP-Xylene,ug/m3,4.96,
4421,2023,January,01-01-2023,18:00,MALAKPET,Xylene,ug/m3,3.31,
4422,2023,January,01-01-2023,18:00,MALAKPET,SR,W/m2,0,
4423,2023,January,01-01-2023,18:00,MALAKPET,Temp,degreC,28.1,
4424,2023,January,01-01-2023,18:00,MALAKPET,NO,ug/m3,9.54,
4425,2023,January,01-01-2023,18:00,MALAKPET,Benzene,ug/m3,1.02,
4426,2023,January,01-01-2023,18:00,MALAKPET,NO2,ug/m3,5.41,
4427,2023,January,01-01-2023,18:00,MALAKPET,NH3,ug/m3,11.46,
4428,2023,January,01-01-2023,18:00,MALAKPET,WS,m/s,0.08,
4429,2023,January,01-01-2023,18:00,MALAKPET,Ozone,ug/m3,9.47,
