_id,year,month,date,time,location,indicator,unit,value,note
4096,2023,August,01-08-2023,19:00,MALAKPET,NO,ug/m3,3.06,
4097,2023,August,01-08-2023,19:00,MALAKPET,NH3,ug/m3,12.43,
4098,2023,August,01-08-2023,19:00,MALAKPET,PM2.5,ug/m3,26.21,
4099,2023,August,01-08-2023,19:00,MALAKPET,Benzene,ug/m3,0.94,
4100,2023,August,01-08-2023,19:00,MALAKPET,WD,DEGREE,115.59,
4101,2023,August,01-08-2023,19:00,MALAKPET,WS,m/s,0.03,
4102,2023,August,01-08-2023,19:00,MALAKPET,PM10,ug/m3,67.09,
4103,2023,August,01-08-2023,19:00,MALAKPET,Toluene,ug/m3,1.1,
4104,2023,August,01-08-2023,19:00,MALAKPET,SO2,ug/m3,13.05,
4105,2023,August,01-08-2023,19:00,MALAKPET,ETHBENZ,ug/m3,2.44,
4337,2023,August,01-08-2023,20:00,MALAKPET,RF,m m,0,
4338,2023,August,01-08-2023,20:00,MALAKPET,SO2,ug/m3,13.73,
4339,2023,August,01-08-2023,20:00,MALAKPET,Toluene,ug/m3,1.1,
4340,2023,August,01-08-2023,20:00,MALAKPET,SR,W/m2,0,
4341,2023,August,01-08-2023,20:00,MALAKPET,ETHBENZ,ug/m3,2.43,
4342,2023,August,01-08-2023,20:00,MALAKPET,PM10,ug/m3,74.42,
4343,2023,August,01-08-2023,20:00,MALAKPET,Temp,degreC,27.15,
4344,2023,August,01-08-2023,20:00,MALAKPET,PM2.5,ug/m3,27.8,
4345,2023,August,01-08-2023,20:00,MALAKPET,Xylene,ug/m3,1.56,
4346,2023,August,01-08-2023,20:00,MALAKPET,RH,%,68.89,
4347,2023,August,01-08-2023,20:00,MALAKPET,MP-Xylene,ug/m3,1.62,
4348,2023,August,01-08-2023,20:00,MALAKPET,WD,DEGREE,133.71,
4349,2023,August,01-08-2023,20:00,MALAKPET,WS,m/s,0.03,
4350,2023,August,01-08-2023,20:00,MALAKPET,CO,mg/m3,0.77,
4351,2023,August,01-08-2023,20:00,MALAKPET,NO,ug/m3,2.19,
4352,2023,August,01-08-2023,20:00,MALAKPET,NH3,ug/m3,12.17,
4353,2023,August,01-08-2023,20:00,MALAKPET,NO2,ug/m3,7.52,
4354,2023,August,01-08-2023,20:00,MALAKPET,Benzene,ug/m3,0.94,
4355,2023,August,01-08-2023,20:00,MALAKPET,Ozone,ug/m3,9.06,
4356,2023,August,01-08-2023,20:00,MALAKPET,NOx,ppb,9.71,
4588,2023,August,01-08-2023,21:00,MALAKPET,Benzene,ug/m3,0.94,
4589,2023,August,01-08-2023,21:00,MALAKPET,MP-Xylene,ug/m3,1.66,
4590,2023,August,01-08-2023,21:00,MALAKPET,Toluene,ug/m3,1.11,
4591,2023,August,01-08-2023,21:00,MALAKPET,Ozone,ug/m3,11.03,
4592,2023,August,01-08-2023,21:00,MALAKPET,NH3,ug/m3,10.54,
4593,2023,August,01-08-2023,21:00,MALAKPET,ETHBENZ,ug/m3,2.48,
4594,2023,August,01-08-2023,21:00,MALAKPET,Xylene,ug/m3,1.67,
4595,2023,August,01-08-2023,21:00,MALAKPET,SR,W/m2,0,
4596,2023,August,01-08-2023,21:00,MALAKPET,Temp,degreC,26.82,
4597,2023,August,01-08-2023,21:00,MALAKPET,RH,%,71.26,
4598,2023,August,01-08-2023,21:00,MALAKPET,WD,DEGREE,118.16,
