_id,year,month,date,time,location,indicator,unit,value,note
96968,2023,February,16-02-2023,15:00,MALAKPET,ETHBENZ,ug/m3,0.86,
96969,2023,February,16-02-2023,15:00,MALAKPET,Toluene,ug/m3,1.25,
96970,2023,February,16-02-2023,15:00,MALAKPET,SO2,ug/m3,10.06,
96971,2023,February,16-02-2023,15:00,MALAKPET,Benzene,ug/m3,1.03,
96972,2023,February,16-02-2023,15:00,MALAKPET,NO2,ug/m3,11.28,
96973,2023,February,16-02-2023,15:00,MALAKPET,NO,ug/m3,5.29,
96974,2023,February,16-02-2023,15:00,MALAKPET,NOx,ppb,16.26,
96975,2023,February,16-02-2023,15:00,MALAKPET,Ozone,ug/m3,27.42,
96976,2023,February,16-02-2023,15:00,MALAKPET,NH3,ug/m3,10,
96977,2023,February,16-02-2023,15:00,MALAKPET,CO,mg/m3,0.75,
96978,2023,February,16-02-2023,15:00,MALAKPET,Temp,degreC,39.26,
96979,2023,February,16-02-2023,15:00,MALAKPET,PM2.5,ug/m3,35.98,
96980,2023,February,16-02-2023,15:00,MALAKPET,SR,W/m2,506.7,
96981,2023,February,16-02-2023,15:00,MALAKPET,WS,m/s,0.04,
96982,2023,February,16-02-2023,15:00,MALAKPET,WD,DEGREE,17.4,
96983,2023,February,16-02-2023,15:00,MALAKPET,RH,%,16.62,
96984,2023,February,16-02-2023,15:00,MALAKPET,Xylene,ug/m3,4.17,
96985,2023,February,16-02-2023,15:00,MALAKPET,PM10,ug/m3,112.1,
96986,2023,February,16-02-2023,15:00,MALAKPET,MP-Xylene,ug/m3,3.3,
97231,2023,February,16-02-2023,16:00,MALAKPET,PM2.5,ug/m3,63.48,
97232,2023,February,16-02-2023,16:00,MALAKPET,NOx,ppb,16.63,
97233,2023,February,16-02-2023,16:00,MALAKPET,SO2,ug/m3,9.9,
97234,2023,February,16-02-2023,16:00,MALAKPET,PM10,ug/m3,119.78,
97235,2023,February,16-02-2023,16:00,MALAKPET,CO,mg/m3,0.62,
97236,2023,February,16-02-2023,16:00,MALAKPET,Xylene,ug/m3,4.13,
97237,2023,February,16-02-2023,16:00,MALAKPET,MP-Xylene,ug/m3,3.28,
97238,2023,February,16-02-2023,16:00,MALAKPET,ETHBENZ,ug/m3,0.87,
97239,2023,February,16-02-2023,16:00,MALAKPET,Toluene,ug/m3,1.28,
97240,2023,February,16-02-2023,16:00,MALAKPET,WD,DEGREE,23.72,
97241,2023,February,16-02-2023,16:00,MALAKPET,RH,%,17,
97242,2023,February,16-02-2023,16:00,MALAKPET,WS,m/s,0.05,
97243,2023,February,16-02-2023,16:00,MALAKPET,Temp,degreC,38.66,
97244,2023,February,16-02-2023,16:00,MALAKPET,SR,W/m2,216.8,
97245,2023,February,16-02-2023,16:00,MALAKPET,NH3,ug/m3,9.91,
97246,2023,February,16-02-2023,16:00,MALAKPET,NO2,ug/m3,11.28,
97247,2023,February,16-02-2023,16:00,MALAKPET,NO,ug/m3,5.19,
97248,2023,February,16-02-2023,16:00,MALAKPET,Benzene,ug/m3,1.01,
97249,2023,February,16-02-2023,16:00,MALAKPET,Ozone,ug/m3,32.66,
97504,2023,February,16-02-2023,17:00,MALAKPET,SR,W/m2,17,
97494,2023,February,16-02-2023,17:00,MALAKPET,WD,DEGREE,14.3,
97495,2023,February,16-02-2023,17:00,MALAKPET,ETHBENZ,ug/m3,0.86,
97496,2023,February,16-02-2023,17:00,MALAKPET,Toluene,ug/m3,1.28,
97497,2023,February,16-02-2023,17:00,MALAKPET,Benzene,ug/m3,1.03,
97498,2023,February,16-02-2023,17:00,MALAKPET,Ozone,ug/m3,17.49,
97499,2023,February,16-02-2023,17:00,MALAKPET,NO2,ug/m3,11.18,
97500,2023,February,16-02-2023,17:00,MALAKPET,MP-Xylene,ug/m3,3.22,
97501,2023,February,16-02-2023,17:00,MALAKPET,RH,%,16.66,
97502,2023,February,16-02-2023,17:00,MALAKPET,WS,m/s,0.04,
97503,2023,February,16-02-2023,17:00,MALAKPET,Temp,degreC,38.62,
97505,2023,February,16-02-2023,17:00,MALAKPET,Xylene,ug/m3,4.19,
97506,2023,February,16-02-2023,17:00,MALAKPET,NO,ug/m3,5.25,
97507,2023,February,16-02-2023,17:00,MALAKPET,NH3,ug/m3,10.05,
97508,2023,February,16-02-2023,17:00,MALAKPET,PM2.5,ug/m3,78.23,
97509,2023,February,16-02-2023,17:00,MALAKPET,SO2,ug/m3,10,
97510,2023,February,16-02-2023,17:00,MALAKPET,PM10,ug/m3,133.56,
97511,2023,February,16-02-2023,17:00,MALAKPET,CO,mg/m3,0.62,
97512,2023,February,16-02-2023,17:00,MALAKPET,NOx,ppb,16.57,
97757,2023,February,16-02-2023,18:00,MALAKPET,PM10,ug/m3,145.94,
97758,2023,February,16-02-2023,18:00,MALAKPET,PM2.5,ug/m3,102.92,
97759,2023,February,16-02-2023,18:00,MALAKPET,SO2,ug/m3,9.96,
97760,2023,February,16-02-2023,18:00,MALAKPET,CO,mg/m3,0.92,
97761,2023,February,16-02-2023,18:00,MALAKPET,NOx,ppb,16.23,
97762,2023,February,16-02-2023,18:00,MALAKPET,Toluene,ug/m3,1.24,
97763,2023,February,16-02-2023,18:00,MALAKPET,ETHBENZ,ug/m3,0.85,
97764,2023,February,16-02-2023,18:00,MALAKPET,RH,%,18.07,
97765,2023,February,16-02-2023,18:00,MALAKPET,MP-Xylene,ug/m3,3.29,
97766,2023,February,16-02-2023,18:00,MALAKPET,Xylene,ug/m3,4.2,
97767,2023,February,16-02-2023,18:00,MALAKPET,SR,W/m2,0,
97768,2023,February,16-02-2023,18:00,MALAKPET,Temp,degreC,37.74,
